-DOCSTART- -X- -X- O
reported NN O O
in NN O O
association NN O O
with NN O O
excessive NN O O
use NN O O
of NN O O
inhaled NN O O
sympathomimetic NN O O
drugs NN O O
. NN O O
In NN O O
healthy NN O O
subjects NN O O
, NN O O
large NN O O
doses NN O O
of NN O O
inhaled NN O O
fluticasone NN O O
furoate/vilanterol NN O O
( NN O O
4 NN O O
times NN O O
the NN O O
recommended NN O O
dose NN O O
of NN O O
vilanterol NN O O
, NN O O
representing NN O O
a NN O O
12- NN O O
or NN O O
10-fold NN O O
higher NN O O
systemic NN O O
exposure NN O O
than NN O O
seen NN O O
in NN O O
subjects NN O O
with NN O O
COPD NN O O
or NN O O
asthma NN O O
, NN O O
respectively NN O O
) NN O O
have NN O O
been NN O O
associated NN O O
with NN O O
clinically NN B-Severity B-Severity
significant NN I-Severity I-Severity
prolongation NN B-AdverseReaction B-AdverseReaction
of NN I-AdverseReaction I-AdverseReaction
the NN I-AdverseReaction I-AdverseReaction
QTc NN I-AdverseReaction I-AdverseReaction
interval NN I-AdverseReaction I-AdverseReaction
which NN O O
has NN O O
the NN O O
potential NN B-Factor B-Factor
for NN O O
producing NN O O
ventricular NN B-AdverseReaction B-AdverseReaction
arrhythmias NN I-AdverseReaction I-AdverseReaction
Therefore NN O O
, NN O O
BREO NN O O
ELLIPTA NN O O
, NN O O
like NN O O
other NN O O
sympathomimetic NN O O
amines NN O O
, NN O O
should NN O O
be NN O O
used NN O O
with NN O O
caution NN O O
in NN O O
patients NN O O
with NN O O
cardiovascular NN O O
disorders NN O O
, NN O O
especially NN O O
coronary NN O O
insufficiency NN O O
, NN O O
cardiac NN O O
arrhythmias NN O O
, NN O O
and NN O O
hypertension NN O O
. NN O O
5.13 NN O O
Reduction NN O O
in NN O O
Bone NN O O
Mineral NN O O
Density NN O O
Decreases NN B-AdverseReaction B-AdverseReaction
in NN I-AdverseReaction I-AdverseReaction
bone NN I-AdverseReaction I-AdverseReaction
mineral NN I-AdverseReaction I-AdverseReaction
density NN I-AdverseReaction I-AdverseReaction
( NN O O
BMD NN O O
) NN O O
have NN O O
been NN O O
observed NN O O
with NN O O
long NN O O
- NN O O
term NN O O
administration NN O O
of NN O O
products NN O O
containing NN O O
inhaled NN O O
corticosteroids NN B-DrugClass B-DrugClass
The NN O O
clinical NN O O
significance NN O O
of NN O O
small NN O O
changes NN O O
in NN O O
BMD NN O O
with NN O O
regard NN O O
to NN O O
long NN O O
- NN O O
term NN O O
consequences NN O O
such NN O O
as NN O O
fracture NN O O
is NN O O
unknown NN O O
. NN O O
Patients NN O O
with NN O O
major NN O O
risk NN O O
factors NN O O
for NN O O
decreased NN O O
bone NN O O
mineral NN O O
content NN O O
, NN O O
such NN O O
as NN O O
prolonged NN O O
immobilization NN O O
, NN O O
family NN O O
history NN O O
of NN O O
osteoporosis NN O O
, NN O O
postmenopausal NN O O
status NN O O
, NN O O
tobacco NN O O
use NN O O
, NN O O
advanced NN O O
age NN O O
, NN O O
poor NN O O
nutrition NN O O
, NN O O
or NN O O
chronic NN O O
use NN O O
of NN O O
drugs NN O O
that NN O O
can NN O O
reduce NN O O
bone NN O O
mass NN O O
( NN O O
e.g. NN O O
, NN O O
anticonvulsants NN O O
, NN O O
oral NN O O
corticosteroids NN O O
) NN O O
should NN O O
be NN O O
monitored NN O O
and NN O O
treated NN O O
with NN O O
established NN O O
standards NN O O
of NN O O
care NN O O
. NN O O
Since NN O O
patients NN O O
with NN O O
COPD NN O O
often NN O O
have NN O O
multiple NN O O
risk NN O O
factors NN O O
for NN O O
reduced NN O O
BMD NN O O
, NN O O
assessment NN O O
of NN O O
BMD NN O O
is NN O O
recommended NN O O
prior NN O O
to NN O O
initiating NN O O
BREO NN O O
ELLIPTA NN O O
and NN O O
periodically NN O O
thereafter NN O O
. NN O O
If NN O O
significant NN O O
reductions NN O O
in NN O O
BMD NN O O
are NN O O
seen NN O O
and NN O O
BREO NN O O
ELLIPTA NN O O
is NN O O
still NN O O
considered NN O O
medically NN O O
important NN O O
for NN O O
that NN O O
patient NN O O
's NN O O
COPD NN O O
therapy NN O O
, NN O O
use NN O O
of NN O O
medicine NN O O
to NN O O
treat NN O O
or NN O O
prevent NN O O
osteoporosis NN O O
should NN O O
be NN O O
strongly NN O O
considered NN O O
. NN O O
5.14 NN O O
Glaucoma NN O O
and NN O O
Cataracts NN O O
Glaucoma NN B-AdverseReaction B-AdverseReaction
increased NN B-AdverseReaction B-AdverseReaction
intraocular NN I-AdverseReaction I-AdverseReaction
pressure NN I-AdverseReaction I-AdverseReaction
and NN O O
cataracts NN B-AdverseReaction B-AdverseReaction
have NN O O
been NN O O
reported NN O O
in NN O O
patients NN O O
with NN O O
COPD NN O O
or NN O O
asthma NN O O
following NN O O
the NN O O
long NN O O
- NN O O
term NN O O
administration NN O O
of NN O O
inhaled NN O O
corticosteroids NN B-DrugClass B-DrugClass
Therefore NN O O
, NN O O
close NN O O
monitoring NN O O
is NN O O
warranted NN O O
in NN O O
patients NN O O
with NN O O
a NN O O
change NN O O
in NN O O
vision NN O O
or NN O O
with NN O O
a NN O O
history NN O O
of NN O O
increased NN O O
intraocular NN O O
pressure NN O O
, NN O O
glaucoma NN O O
, NN O O
and/or NN O O
cataracts NN O O
. NN O O
5.15 NN O O
Coexisting NN O O
Conditions NN O O
BREO NN O O
ELLIPTA NN O O
, NN O O
like NN O O
all NN O O
medicines NN O O
containing NN O O
sympathomimetic NN O O
amines NN O O
, NN O O
should NN O O
be NN O O
used NN O O
with NN O O
caution NN O O
in NN O O
patients NN O O
with NN O O
convulsive NN O O
disorders NN O O
or NN O O
thyrotoxicosis NN O O
and NN O O
in NN O O
those NN O O
who NN O O
are NN O O
unusually NN O O
responsive NN O O
to NN O O
sympathomimetic NN O O
amines NN O O
. NN O O
Doses NN O O
of NN O O
the NN O O
related NN O O
beta2-adrenoceptor NN B-DrugClass B-DrugClass
agonist NN I-DrugClass I-DrugClass
albuterol NN O O
, NN O O
when NN O O
administered NN O O
intravenously NN O O
, NN O O
have NN O O
been NN O O
reported NN O O
to NN O O
aggravate NN B-AdverseReaction B-AdverseReaction
preexisting NN I-AdverseReaction I-AdverseReaction
diabetes NN I-AdverseReaction I-AdverseReaction
mellitus NN I-AdverseReaction I-AdverseReaction
and NN O O
ketoacidosis NN O O
. NN O O
5.16 NN O O
Hypokalemia NN O O
and NN O O
Hyperglycemia NN O O
Beta NN O O
- NN O O
adrenergic NN O O
agonist NN O O
medicines NN O O
may NN B-Factor B-Factor
produce NN O O
significant NN B-Severity B-Severity
hypokalemia NN B-AdverseReaction B-AdverseReaction
in NN O O
some NN O O
patients NN O O
, NN O O
possibly NN O O
through NN O O
intracellular NN O O
shunting NN O O
, NN O O
which NN O O
has NN O O
the NN O O
potential NN O O
to NN O O
produce NN O O
adverse NN O O
cardiovascular NN O O
effects NN O O
. NN O O
The NN O O
decrease NN B-AdverseReaction B-AdverseReaction
in NN I-AdverseReaction I-AdverseReaction
serum NN I-AdverseReaction I-AdverseReaction
potassium NN I-AdverseReaction I-AdverseReaction
is NN O O
usually NN O O
transient NN O O
, NN O O
not NN O O
requiring NN O O
supplementation NN O O
. NN O O
Beta NN B-DrugClass B-DrugClass
- NN I-DrugClass I-DrugClass
agonist NN I-DrugClass I-DrugClass
medications NN I-DrugClass I-DrugClass
may NN O O
produce NN O O
transient NN B-Severity B-Severity
hyperglycemia NN B-AdverseReaction B-AdverseReaction
in NN O O
some NN O O
patients NN O O
. NN O O
In NN O O
clinical NN O O
trials NN O O
evaluating NN O O
BREO NN O O
ELLIPTA NN O O
in NN O O
subjects NN O O
with NN O O
COPD NN O O
or NN O O
asthma NN O O
, NN O O
there NN O O
was NN O O
no NN O O
evidence NN O O
of NN O O
a NN O O
treatment NN O O
effect NN O O
on NN O O
serum NN O O
glucose NN O O
or NN O O
potassium NN O O
. NN O O
5.17 NN O O
Effect NN O O
on NN O O
Growth NN O O
Orally NN B-DrugClass B-DrugClass
inhaled NN I-DrugClass I-DrugClass
corticosteroids NN I-DrugClass I-DrugClass
may NN O O
cause NN O O
a NN O O
reduction NN B-AdverseReaction B-AdverseReaction
in NN I-AdverseReaction I-AdverseReaction
growth NN I-AdverseReaction I-AdverseReaction
velocity NN I-AdverseReaction I-AdverseReaction
when NN O O
administered NN O O
to NN O O
children NN O O
and NN O O
adolescents NN O O
. NN O O
[ NN O O
See NN O O
Use NN O O
in NN O O
Specific NN O O
Populations NN O O
( NN O O
8.4 NN O O
) NN O O
. NN O O
] NN O O

-DOCSTART- -X- -X- O

6 NN O O
ADVERSE NN O O
REACTIONS NN O O
The NN O O
following NN O O
important NN O O
adverse NN O O
reactions NN O O
are NN O O
described NN O O
elsewhere NN O O
in NN O O
labeling NN O O
: NN O O
* NN O O
Anaphylaxis NN B-AdverseReaction B-AdverseReaction
and NN O O
Angioedema NN B-AdverseReaction B-AdverseReaction
[ NN O O
see NN O O
Warnings NN O O
and NN O O
Precautions NN O O
( NN O O
5.1 NN O O
) NN O O
] NN O O
. NN O O
* NN O O
Progressive NN B-AdverseReaction B-AdverseReaction
multifocal NN I-AdverseReaction I-AdverseReaction
leukoencephalopathy NN I-AdverseReaction I-AdverseReaction
[ NN O O
see NN O O
Warnings NN O O
and NN O O
Precautions NN O O
( NN O O
5.2 NN O O
) NN O O
] NN O O
. NN O O
* NN O O
Lymphopenia NN B-AdverseReaction B-AdverseReaction
[ NN O O
see NN O O
Warnings NN O O
and NN O O
Precautions NN O O
( NN O O
5.3 NN O O
) NN O O
] NN O O
. NN O O
* NN O O
Flushing NN B-AdverseReaction B-AdverseReaction
[ NN O O
see NN O O
Warnings NN O O
and NN O O
Precautions NN O O
( NN O O
5.4 NN O O
) NN O O
] NN O O
. NN O O
EXCERPT NN O O
: NN O O
Most NN O O
common NN O O
adverse NN O O
reactions NN O O
( NN O O
incidence NN O O
>=10 NN O O
% NN O O
and NN O O
>=2 NN O O
% NN O O
placebo NN O O
) NN O O
were NN O O
flushing NN B-AdverseReaction B-AdverseReaction
abdominal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
diarrhea NN B-AdverseReaction B-AdverseReaction
and NN O O
nausea NN B-AdverseReaction B-AdverseReaction
( NN O O
6.1 NN O O
) NN O O
To NN O O
report NN O O
SUSPECTED NN O O
ADVERSE NN O O
REACTIONS NN O O
, NN O O
contact NN O O
Biogen NN O O
at NN O O
1 NN O O
- NN O O
800 NN O O
- NN O O
456 NN O O
- NN O O
2255 NN O O
or NN O O
FDA NN O O
at NN O O
1 NN O O
- NN O O
800-FDA-1088 NN O O
or NN O O
www.fda.gov/medwatch NN O O
. NN O O
6.1 NN O O
Clinical NN O O
Trials NN O O
Experience NN O O
Because NN O O
clinical NN O O
trials NN O O
are NN O O
conducted NN O O
under NN O O
widely NN O O
varying NN O O
conditions NN O O
, NN O O
adverse NN O O
reaction NN O O
rates NN O O
observed NN O O
in NN O O
clinical NN O O
trials NN O O
of NN O O
a NN O O
drug NN O O
can NN O O
not NN O O
be NN O O
directly NN O O
compared NN O O
to NN O O
rates NN O O
in NN O O
the NN O O
clinical NN O O
trials NN O O
of NN O O
another NN O O
drug NN O O
and NN O O
may NN O O
not NN O O
reflect NN O O
the NN O O
rates NN O O
observed NN O O
in NN O O
clinical NN O O
practice NN O O
. NN O O
The NN O O
most NN O O
common NN O O
adverse NN O O
reactions NN O O
( NN O O
incidence NN O O
>=10 NN O O
% NN O O
and NN O O
>=2 NN O O
% NN O O
more NN O O
than NN O O
placebo NN O O
) NN O O
for NN O O
TECFIDERA NN O O
were NN O O
flushing NN B-AdverseReaction B-AdverseReaction
abdominal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
diarrhea NN B-AdverseReaction B-AdverseReaction
and NN O O
nausea NN B-AdverseReaction B-AdverseReaction
Adverse NN O O
Reactions NN O O
in NN O O
Placebo NN O O
- NN O O
Controlled NN O O
Trials NN O O
In NN O O
the NN O O
two NN O O
well NN O O
- NN O O
controlled NN O O
studies NN O O
demonstrating NN O O
effectiveness NN O O
, NN O O
1529 NN O O
patients NN O O
received NN O O
TECFIDERA NN O O
with NN O O
an NN O O
overall NN O O
exposure NN O O
of NN O O
2244 NN O O
person NN O O
- NN O O
years NN O O
[ NN O O
see NN O O
Clinical NN O O
Studies NN O O
( NN O O
14 NN O O
) NN O O
] NN O O
. NN O O
The NN O O
adverse NN O O
reactions NN O O
presented NN O O
in NN O O
the NN O O
table NN O O
below NN O O
are NN O O
based NN O O
on NN O O
safety NN O O
information NN O O
from NN O O
769 NN O O
patients NN O O
treated NN O O
with NN O O
TECFIDERA NN O O
240 NN O O
mg NN O O
twice NN O O
a NN O O
day NN O O
and NN O O
771 NN O O
placebo NN O O
- NN O O
treated NN O O
patients NN O O
. NN O O
Table NN O O
1 NN O O
: NN O O
Adverse NN O O
Reactions NN O O
in NN O O
Study NN O O
1 NN O O
and NN O O
2 NN O O
reported NN O O
for NN O O
TECFIDERA NN O O
240 NN O O
mg NN O O
BID NN O O
at NN O O
>= NN O O
2 NN O O
% NN O O
higher NN O O
incidence NN O O
than NN O O
placebo NN O O
TECFIDERA NN O O
N=769 NN O O
% NN O O
Placebo NN O O
N=771 NN O O
% NN O O
Flushing NN B-AdverseReaction B-AdverseReaction
40 NN O O
6 NN O O
Abdominal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
18 NN O O
10 NN O O
Diarrhea NN B-AdverseReaction B-AdverseReaction
14 NN O O
11 NN O O
Nausea NN B-AdverseReaction B-AdverseReaction
12 NN O O
9 NN O O
Vomiting NN B-AdverseReaction B-AdverseReaction
9 NN O O
5 NN O O
Pruritus NN B-AdverseReaction B-AdverseReaction
8 NN O O
4 NN O O
Rash NN B-AdverseReaction B-AdverseReaction
8 NN O O
3 NN O O
Albumin NN B-AdverseReaction B-AdverseReaction
urine NN I-AdverseReaction I-AdverseReaction
present NN I-AdverseReaction I-AdverseReaction
6 NN O O
4 NN O O
Erythema NN B-AdverseReaction B-AdverseReaction
5 NN O O
1 NN O O
Dyspepsia NN B-AdverseReaction B-AdverseReaction
5 NN O O
3 NN O O
Aspartate NN B-AdverseReaction B-AdverseReaction
aminotransferase NN I-AdverseReaction I-AdverseReaction
increased NN I-AdverseReaction I-AdverseReaction
4 NN O O
2 NN O O
Lymphopenia NN B-AdverseReaction B-AdverseReaction
2 NN O O
< NN O O
1 NN O O
Gastrointestinal NN O O
TECFIDERA NN O O
caused NN O O
GI NN B-AdverseReaction B-AdverseReaction
events NN I-AdverseReaction I-AdverseReaction
( NN O O
e.g. NN O O
, NN O O
nausea NN B-AdverseReaction B-AdverseReaction
vomiting NN B-AdverseReaction B-AdverseReaction
diarrhea NN B-AdverseReaction B-AdverseReaction
abdominal NN B-AdverseReaction B-AdverseReaction
pain NN I-AdverseReaction I-AdverseReaction
and NN O O
dyspepsia NN B-AdverseReaction B-AdverseReaction
The NN O O
incidence NN O O
of NN O O
GI NN B-AdverseReaction B-AdverseReaction
events NN I-AdverseReaction I-AdverseReaction
was NN O O
higher NN O O
early NN O O
in NN O O
the NN O O
course NN O O
of NN O O
treatment NN O O
( NN O O
primarily NN O O
in NN O O
month NN O O
1 NN O O
) NN O O
and NN O O
usually NN O O
decreased NN O O
over NN O O
time NN O O
in NN O O
patients NN O O
treated NN O O
with NN O O
TECFIDERA NN O O
compared NN O O
with NN O O
placebo NN O O
. NN O O
Four NN O O
percent NN O O
( NN O O
4 NN O O
% NN O O
) NN O O
of NN O O
patients NN O O
treated NN O O
with NN O O
TECFIDERA NN O O
and NN O O
less NN O O
than NN O O
1 NN O O
% NN O O
of NN O O
placebo NN O O
patients NN O O
discontinued NN O O
due NN O O
to NN O O
gastrointestinal NN B-AdverseReaction B-AdverseReaction
events NN I-AdverseReaction I-AdverseReaction
The NN O O
incidence NN O O
of NN O O
serious NN B-Severity B-Severity
GI NN B-AdverseReaction B-AdverseReaction
events NN I-AdverseReaction I-AdverseReaction
was NN O O
1 NN O O
% NN O O
in NN O O
patients NN O O
treated NN O O
with NN O O
TECFIDERA. NN O O
Hepatic NN O O
Transaminases NN O O
An NN O O
increased NN O O
incidence NN O O
of NN O O
elevations NN B-AdverseReaction B-AdverseReaction
of NN I-AdverseReaction I-AdverseReaction
hepatic NN I-AdverseReaction I-AdverseReaction
transaminases NN I-AdverseReaction I-AdverseReaction
in NN O O
patients NN O O
treated NN O O
with NN O O
TECFIDERA NN O O
was NN O O
seen NN O O
primarily NN O O
during NN O O
the NN O O
first NN O O
six NN O O
months NN O O
of NN O O
treatment NN O O
, NN O O
and NN O O
most NN O O
patients NN O O
with NN O O
elevations NN O O
had NN O O
levels NN O O
< NN O O
3 NN O O
times NN O O
the NN O O
upper NN O O
limit NN O O
of NN O O
normal NN O O
( NN O O
ULN NN O O
) NN O O
. NN O O
Elevations NN B-AdverseReaction B-AdverseReaction
of NN I-AdverseReaction I-AdverseReaction
alanine NN I-AdverseReaction I-AdverseReaction
aminotransferase NN I-AdverseReaction I-AdverseReaction
and NN O O
aspartate NN O O
aminotransferase NN O O
to NN O O
>= NN O O
3 NN O O
times NN O O
the NN O O
ULN NN O O
occurred NN O O
in NN O O
a NN O O
small NN O O
number NN O O
of NN O O
patients NN O O
treated NN O O
with NN O O
both NN O O
TECFIDERA NN O O
and NN O O
placebo NN O O
and NN O O
were NN O O
balanced NN O O
between NN O O
groups NN O O
. NN O O
There NN O O
were NN O O
no NN B-Negation B-Negation
elevations NN B-AdverseReaction B-AdverseReaction
in NN I-AdverseReaction I-AdverseReaction
transaminases NN I-AdverseReaction I-AdverseReaction
>= NN O O
3 NN B-Severity B-Severity
times NN I-Severity I-Severity
the NN I-Severity I-Severity
ULN NN I-Severity I-Severity
with NN O O
concomitant NN O O
elevations NN B-AdverseReaction B-AdverseReaction
in NN I-AdverseReaction I-AdverseReaction
total NN I-AdverseReaction I-AdverseReaction
bilirubin NN I-AdverseReaction I-AdverseReaction
> NN O O
2 NN B-Severity B-Severity
times NN I-Severity I-Severity
the NN I-Severity I-Severity
ULN NN I-Severity I-Severity
Discontinuations NN O O
due NN O O
to NN O O
elevated NN B-AdverseReaction B-AdverseReaction
hepatic NN I-AdverseReaction I-AdverseReaction
transaminases NN I-AdverseReaction I-AdverseReaction
were NN O O
< NN O O
1 NN O O
% NN O O
and NN O O
were NN O O
similar NN O O
in NN O O
patients NN O O
treated NN O O
with NN O O
TECFIDERA NN O O
or NN O O
placebo NN O O
. NN O O
Eosinophilia NN O O
A NN O O
transient NN B-Severity B-Severity
increase NN B-AdverseReaction B-AdverseReaction
in NN I-AdverseReaction I-AdverseReaction
mean NN I-AdverseReaction I-AdverseReaction
eosinophil NN I-AdverseReaction I-AdverseReaction
counts NN I-AdverseReaction I-AdverseReaction
was NN O O
seen NN O O
during NN O O
the NN O O
first NN O O
2 NN O O
months NN O O
of NN O O
therapy NN O O
. NN O O
Adverse NN O O
Reactions NN O O
in NN O O
Placebo NN O O
- NN O O
Controlled NN O O
and NN O O
Uncontrolled NN O O
Studies NN O O
In NN O O
placebo NN O O
- NN O O
controlled NN O O
and NN O O
uncontrolled NN O O
clinical NN O O
studies NN O O
, NN O O
a NN O O
total NN O O
of NN O O
2513 NN O O
patients NN O O
have NN O O
received NN O O
TECFIDERA NN O O
and NN O O
been NN O O
followed NN O O
for NN O O
periods NN O O
up NN O O
to NN O O
4 NN O O
years NN O O
with NN O O
an NN O O
overall NN O O
exposure NN O O
of NN O O
4603 NN O O
person NN O O
- NN O O
years NN O O
. NN O O
Approximately NN O O
1162 NN O O
patients NN O O
have NN O O
received NN O O
more NN O O
than NN O O
2 NN O O
years NN O O
of NN O O
treatment NN O O
with NN O O
TECFIDERA. NN O O
The NN O O
adverse NN O O
reaction NN O O
profile NN O O
of NN O O
TECFIDERA NN O O
in NN O O
the NN O O
uncontrolled NN O O
clinical NN O O
studies NN O O
was NN O O
consistent NN O O
with NN O O
the NN O O
experience NN O O
in NN O O
the NN O O
placebo NN O O
- NN O O
controlled NN O O
clinical NN O O
trials NN O O
. NN O O
5 NN O O
WARNINGS NN O O
AND NN O O
PRECAUTIONS NN O O
EXCERPT NN O O
: NN O O
* NN O O
Anaphylaxis NN B-AdverseReaction B-AdverseReaction
and NN O O
angioedema NN B-AdverseReaction B-AdverseReaction
Discontinue NN O O
and NN O O
do NN O O
not NN O O
restart NN O O
TECFIDERA NN O O
if NN O O
